van postcode,tot postcode,plaats,gemeente,provincie
4703,4703,Boeiink,Roosendaal,Noord-Brabant
5427,5427,Boekel,Boekel,Noord-Brabant
1921,1921,Boekel,Castricum,Noord-Holland
7548,7548,Boekelo,Enschede,Overijssel
8392,8392,Boekelte,Weststellingwerf,Friesland
5927,5927,Boekend,Venlo,Limburg
8431,8431,Boekhorst,Ooststellingwerf,Friesland
9233,9233,Boelenslaan,Achtkarspelen,Friesland
8809,8809,Boer,Franekeradeel,Friesland
9361,9362,Boerakker,Marum,Groningen
5469,5469,Boerdonk,Veghel,Noord-Brabant
9321,9321,Boerelaan,Noordenveld,Drenthe
4542,4542,Boerengat,Terneuzen,Zeeland
6687,6687,Boerenhoek,Lingewaard,Gelderland
4503,4503,Boerenhol,Sluis,Zeeland
9354,9354,Boerenstreek,Leek,Groningen
8131,8131,Boerhaar,Olst-Wijhe,Overijssel
9574,9574,Boermastreek,Borger-Odoorn,Drenthe
2143,2143,Boesingheliede,Haarlemmermeer,Noord-Holland
8392,8392,Boijl,Weststellingwerf,Friesland
5221,5221,Bokhoven,'s-Hertogenbosch,Noord-Brabant
5521,5521,Boksheide,Eersel,Noord-Brabant
9030,9031,Boksum,Menameradiel,Friesland
5633,5633,Bokt,Eindhoven,Noord-Brabant
4854,4854,Bolberg,Breda,Noord-Brabant
5126,5126,Bolberg,Gilze en Rijen,Noord-Brabant
5951,5951,Bolenberg,Venlo,Limburg
9137,9137,Bollingawier,Dongeradeel,Friesland
9892,9892,Bolshuizen,Winsum,Groningen
5469,5469,Bolst,Veghel,Noord-Brabant
8700,8702,Bolsward,Súdwest Fryslân,Friesland
3286,3286,Bommelskous,Cromstrijen,Zuid-Holland
6281,6281,Bommerig,Gulpen-Wittem,Limburg
5991,5991,Bong,Peel en Maas,Limburg
5941,5941,Bong,Venlo,Limburg
8843,8843,Bonkwert,Littenseradiel,Friesland
9511,9511,Bonnerveen,Aa en Hunze,Drenthe
2855,2855,Bonrepas,Vlist,Zuid-Holland
8415,8415,Bontebok,Heerenveen,Friesland
4033,4033,Bontemorgen,Buren,Gelderland
5715,5715,Boomen,Someren,Noord-Brabant
4671,4671,Boompjesdijk,Steenbergen,Noord-Brabant
9693,9693,Booneschans,Oldambt,Groningen
5674,5674,Boord,"Nuenen, Gerwen en Nederwetten",Noord-Brabant
9212,9212,Boornbergum,Smallingerland,Friesland
8526,8526,Boornzwaag,Skarsterlân,Friesland
8526,8526,Boornzwaag over de Wielen,Skarsterlân,Friesland
7270,7271,Borculo,Berkelland,Gelderland
9530,9531,Borger,Borger-Odoorn,Drenthe
9632,9632,Borgercompagnie,Menterwolde,Groningen
9631,9631,Borgercompagnie,Veendam,Groningen
9551,9551,Borgertange,Vlagtwedde,Groningen
9551,9551,Borgerveld,Vlagtwedde,Groningen
6223,6223,Borgharen,Maastricht,Limburg
9949,9949,Borgsweer,Delfzijl,Groningen
9608,9608,Borgweg,Hoogezand-Sappemeer,Groningen
5556,5556,Borkel,Valkenswaard,Noord-Brabant
7451,7462,Borkeld,Rijssen-Holten,Overijssel
6120,6121,Born,Sittard-Geleen,Limburg
7620,7623,Borne,Borne,Overijssel
5481,5481,Borne,Schijndel,Noord-Brabant
5451,5451,Borneo,Mill en Sint Hubert,Noord-Brabant
7627,7627,Bornerbroek,Almelo,Overijssel
9156,9156,Bornwird,Dongeradeel,Friesland
9156,9156,Bornwirdhuizen,Dongeradeel,Friesland
4454,4454,Borssele,Borsele,Zeeland
4707,4707,Borteldonk,Roosendaal,Noord-Brabant
6021,6021,Bosch,Cranendonck,Noord-Brabant
3735,3735,Bosch en Duin,Zeist,Utrecht
5575,5575,Boscheind,Bergeijk,Noord-Brabant
5111,5111,Boschhoven,Baarle-Nassau,Noord-Brabant
5595,5595,Boschhoven,Heeze-Leende,Noord-Brabant
5051,5051,Boschkens,Goirle,Noord-Brabant
8167,8167,Boshoek,Epe,Gelderland
5131,5131,Boshoven,Alphen-Chaam,Noord-Brabant
5561,5561,Boshoven,Bergeijk,Noord-Brabant
6002,6002,Boshoven,Weert,Limburg
5807,5807,Boshuizen,Venray,Limburg
9511,9511,Bosje,Aa en Hunze,Drenthe
8121,8121,Boskamp,Olst-Wijhe,Overijssel
5492,5492,Boskant,Sint-Oedenrode,Noord-Brabant
6603,6603,Boskant,Wijchen,Gelderland
2770,2771,Boskoop,Boskoop,Zuid-Holland
5131,5131,Boslust,Alphen-Chaam,Noord-Brabant
4744,4744,Bosschenhoofd,Halderberge,Noord-Brabant
6369,6369,Bosschenhuizen,Simpelveld,Limburg
5855,5855,Bosscherheide,Bergen,Limburg
6031,6031,Bosserstraat,Nederweert,Limburg
6039,6039,Bosven,Weert,Limburg
7991,7991,Boterveen,Westerveld,Drenthe
5688,5688,Boterwijk,Oirschot,Noord-Brabant
4698,4698,Botshoofd,Tholen,Zeeland
4553,4553,Bouchauterhaven,Terneuzen,Zeeland
4374,4374,Boudewijnskerke,Veere,Zeeland
6071,6071,Boukoul,Roermond,Limburg
9545,9545,Bourtange,Vlagtwedde,Groningen
9791,9791,Bouwerschap,Ten Boer,Groningen
9663,9663,Boven Pekela,Pekela,Groningen
2871,2871,Bovenberg,Schoonhoven,Zuid-Holland
5394,5394,Boveneind,Oss,Noord-Brabant
3775,3775,Boveneinde,Barneveld,Gelderland
2851,2851,Boven-Haastrecht,Vlist,Zuid-Holland
3372,3372,Boven-Hardinxveld,Hardinxveld-Giessendam,Zuid-Holland
1610,1611,Bovenkarspel,Stede Broec,Noord-Holland
1187,1187,Bovenkerk,Amstelveen,Noord-Holland
2821,2821,Bovenkerk,Vlist,Zuid-Holland
6657,6657,Boven-Leeuwen,West Maas en Waal,Gelderland
9791,9791,Bovenrijge,Ten Boer,Groningen
4797,4797,Bovensluis,Moerdijk,Noord-Brabant
9420,9421,Bovensmilde,Midden-Drenthe,Drenthe
2861,2861,Bovenstad,Bergambacht,Zuid-Holland
5427,5427,Bovenstehuis,Boekel,Noord-Brabant
9511,9511,Bovenstreek,Aa en Hunze,Drenthe
9678,9678,Bovenstreek,Oldambt,Groningen
5830,5831,Boxmeer,Boxmeer,Noord-Brabant
5280,5283,Boxtel,Boxtel,Noord-Brabant
5094,5094,Braakhoek,Reusel-De Mierden,Noord-Brabant
7926,7926,Braamberg,De Wolden,Drenthe
9584,9584,Braamberg,Stadskanaal,Groningen
5563,5563,Braambosch,Bergeijk,Noord-Brabant
7047,7047,Braamt,Montferland,Gelderland
5801,5801,Brabander,Venray,Limburg
5133,5133,Brakel,Goirle,Noord-Brabant
5306,5306,Brakel,Zaltbommel,Gelderland
5411,5411,Brand,Landerd,Noord-Brabant
5944,5944,Brandemolen,Venlo,Limburg
6107,6107,Brandt,Maasgouw,Limburg
2974,2974,Brandwijk,Graafstroom,Zuid-Holland
9153,9153,Brantgum,Dongeradeel,Friesland
4800,4839,Breda,Breda,Noord-Brabant
6662,6662,Bredelaar,Overbetuwe,Gelderland
7126,7126,Bredevoort,Aalten,Gelderland
9989,9989,Breede,Eemsmond,Groningen
7084,7084,Breedenbroek,Oude IJsselstreek,Gelderland
6562,6562,Breedeweg,Groesbeek,Gelderland
4891,4891,Breedschot,Zundert,Noord-Brabant
5051,5051,Breehees,Goirle,Noord-Brabant
5753,5753,Breemortel,Deurne,Noord-Brabant
1764,1764,Breezand,Hollands Kroon,Noord-Holland
7635,7635,Breklenkamp,Dinkelland,Overijssel
5056,5056,Brem,Tilburg,Noord-Brabant
4708,4708,Brembosch,Roosendaal,Noord-Brabant
4510,4511,Breskens,Sluis,Zeeland
5694,5694,Breugel,Son en Breugel,Noord-Brabant
3620,3621,Breukelen,Stichtse Vecht,Utrecht
3625,3625,Breukeleveen,Wijdemeren,Noord-Holland
6039,6039,Breyvin,Weert,Limburg
3230,3232,Brielle,Brielle,Zuid-Holland
4333,4333,Brigdamme,Middelburg,Zeeland
4322,4322,Brijdorpe,Schouwen-Duiveland,Zeeland
9892,9892,Brillerij,Winsum,Groningen
9805,9805,Briltil,Zuidhorn,Groningen
7261,7261,Brinkmanshoek,Berkelland,Gelderland
9055,9055,Britsum,Leeuwarderadeel,Friesland
8636,8636,Britswert,Littenseradiel,Friesland
9968,9968,Broek,De Marne,Groningen
6281,6281,Broek,Gulpen-Wittem,Limburg
5961,5961,Broek,Horst aan de Maas,Limburg
5738,5738,Broek,Laarbeek,Noord-Brabant
5995,5995,Broek,Peel en Maas,Limburg
6351,6351,Broek,Simpelveld,Limburg
4231,4231,Broek,Zederik,Zuid-Holland
1150,1151,Broek in Waterland,Waterland,Noord-Holland
1720,1721,Broek op Langedijk,Langedijk,Noord-Holland
5971,5971,Broekeind,Horst aan de Maas,Limburg
5528,5528,Broekenseind,Bladel,Noord-Brabant
7546,7546,Broekheurne,Enschede,Overijssel
5561,5561,Broekhoven,Bergeijk,Noord-Brabant
6243,6243,Broekhoven,Meerssen,Limburg
7722,7722,Broekhuizen,Dalfsen,Overijssel
7961,7961,Broekhuizen,De Wolden,Drenthe
5872,5872,Broekhuizen,Horst aan de Maas,Limburg
7965,7965,Broekhuizen,Meppel,Drenthe
5870,5871,Broekhuizenvorst,Horst aan de Maas,Limburg
6021,6021,Broekkant,Cranendonck,Noord-Brabant
5741,5741,Broekkant,Laarbeek,Noord-Brabant
5446,5446,Broekkant,Sint Anthonis,Noord-Brabant
5715,5715,Broekkant,Someren,Noord-Brabant
8107,8107,Broekland,Raalte,Overijssel
8512,8512,Broek-Noord,Skarsterlân,Friesland
9108,9108,Broeksterwâld,Dantumadiel,Friesland
5066,5066,Broekzijde,Oisterwijk,Noord-Brabant
1679,1679,Broerdijk,Medemblik,Noord-Holland
6243,6243,Brommelen,Meerssen,Limburg
6363,6363,Brommelen,Nuth,Limburg
7226,7226,Bronkhorst,Bronckhorst,Gelderland
9527,9527,Bronneger,Borger-Odoorn,Drenthe
9526,9526,Bronnegerveen,Borger-Odoorn,Drenthe
9665,9697,Bronsveen,Pekela,Groningen
4318,4318,Brouwershaven,Schouwen-Duiveland,Zeeland
5314,5314,Bruchem,Zaltbommel,Gelderland
7696,7696,Brucht,Hardenberg,Overijssel
7695,7695,Bruchterveld,Hardenberg,Overijssel
5451,5451,Bruggen,Mill en Sint Hubert,Noord-Brabant
5595,5595,Bruggerhuizen,Heeze-Leende,Noord-Brabant
7675,7675,Bruinehaar,Twenterand,Overijssel
4310,4311,Bruinisse,Schouwen-Duiveland,Zeeland
6265,6265,Bruisterbosch,Eijsden-Margraten,Limburg
6086,6086,Brumhold,Leudal,Limburg
6970,6971,Brummen,Brummen,Gelderland
6440,6446,Brunssum,Brunssum,Limburg
9411,9411,Brunsting,Midden-Drenthe,Drenthe
9435,9435,Bruntinge,Midden-Drenthe,Drenthe
6122,6122,Buchten,Sittard-Geleen,Limburg
6020,6021,Budel,Cranendonck,Noord-Brabant
6024,6024,Budel-Dorplein,Cranendonck,Noord-Brabant
6023,6023,Budel-Schoot,Cranendonck,Noord-Brabant
6082,6082,Buggenum,Leudal,Limburg
9528,9528,Buinen,Borger-Odoorn,Drenthe
9524,9524,Buinerveen,Borger-Odoorn,Drenthe
7961,7961,Buitenhuizen,De Wolden,Drenthe
2158,2158,Buitenkaag,Haarlemmermeer,Noord-Holland
9285,9285,Buitenpost,Achtkarspelen,Friesland
9206,9206,Buitenstverlaat,Smallingerland,Friesland
6369,6369,Bulkemsbroek,Simpelveld,Limburg
4708,4708,Bulkenaar,Roosendaal,Noord-Brabant
6603,6603,Bullenkamp,Wijchen,Gelderland
7935,7935,Bultinge,De Wolden,Drenthe
6240,6241,Bunde,Meerssen,Limburg
9496,9496,Bunne,Tynaarlo,Drenthe
3980,3981,Bunnik,Bunnik,Utrecht
3751,3752,Bunschoten,Bunschoten,Utrecht
9110,9112,Burdaard,Ferwerderadiel,Friesland
9164,9164,Buren,Ameland,Friesland
4116,4116,Buren,Buren,Gelderland
9561,9561,Burgemeester Beinsdorp,Vlagtwedde,Groningen
1754,1754,Burgerbrug,Zijpe,Noord-Holland
3155,3155,Burgersdijk,Midden-Delfland,Zuid-Holland
2678,2678,Burgersdijk,Westland,Zuid-Holland
2154,2154,Burgerveen,Haarlemmermeer,Noord-Holland
1754,1754,Burgervlotbrug,Zijpe,Noord-Holland
4328,4328,Burgh,Schouwen-Duiveland,Zeeland
4328,4328,Burghsluis,Schouwen-Duiveland,Zeeland
5427,5427,Burgt,Boekel,Noord-Brabant
9250,9251,Burgum,Tytsjerksteradiel,Friesland
8742,8742,Burgwerd,Súdwest Fryslân,Friesland
8494,8494,Burstum,Boarnsterhim,Friesland
9850,9851,Burum,Kollumerland en Nieuwkruisland,Friesland
5388,5388,Bus,Bernheze,Noord-Brabant
5466,5466,Bus,Veghel,Noord-Brabant
5721,5721,Bussel,Asten,Noord-Brabant
7973,7973,Busselte,Westerveld,Drenthe
5954,5954,Bussereind,Beesel,Limburg
7383,7383,Bussloo,Voorst,Gelderland
1400,1406,Bussum,Bussum,Noord-Holland
4364,4364,Buttinge,Veere,Zeeland
4197,4197,Buurmalsen,Geldermalsen,Gelderland
4254,4254,Buurtje,Werkendam,Noord-Brabant
9281,9281,Buweklooster,Achtkarspelen,Friesland
6267,6267,Cadier en Keer,Eijsden-Margraten,Limburg
4506,4506,Cadzand,Sluis,Zeeland
4506,4506,Cadzand-Bad,Sluis,Zeeland
4641,4641,Calfven,Woensdrecht,Noord-Brabant
5971,5971,Californië,Horst aan de Maas,Limburg
5321,5321,Californië,Maasdriel,Gelderland
1759,1759,Callantsoog,Zijpe,Noord-Holland
1433,1433,Calslagen,Aalsmeer,Noord-Holland
6093,6093,Caluna,Leudal,Limburg
6294,6294,Camerig,Vaals,Limburg
5161,5161,Capelle,Waalwijk,Noord-Brabant
2901,2901,Capelle-West,Capelle aan den IJssel,Zuid-Holland
2993,2993,Carnisse,Barendrecht,Zuid-Holland
6286,6286,Cartils,Gulpen-Wittem,Limburg
5114,5114,Castelr√©,Baarle-Nassau,Noord-Brabant
5811,5811,Castenray,Venray,Limburg
5529,5529,Casteren,Bladel,Noord-Brabant
6005,6005,Castert,Weert,Limburg
1900,1902,Castricum,Castricum,Noord-Holland
6181,6181,Catsop,Stein,Limburg
8281,8281,Cellemuiden,Zwartewaterland,Overijssel
9502,9502,Ceresdorp,Stadskanaal,Groningen
4860,4861,Chaam,Alphen-Chaam,Noord-Brabant
4861,4861,Chaamdijk,Alphen-Chaam,Noord-Brabant
4567,4567,Clinge,Hulst,Zeeland
7740,7742,Coevorden,Coevorden,Drenthe
6961,6961,Coldenhove,Brummen,Gelderland
4486,4486,Colijnsplaat,Noord-Beveland,Zeeland
7798,7798,Collendoorn,Hardenberg,Overijssel
7798,7798,Collendoornerveen,Hardenberg,Overijssel
6367,6367,Colmont,Voerendaal,Limburg
7429,7429,Colmschate,Deventer,Overijssel
8537,8537,Commissiepolle,Lemsterland,Friesland
9056,9056,Cornjum,Leeuwarderadeel,Friesland
8753,8753,Cornwerd,Súdwest Fryslân,Friesland
6971,6971,Cortenoever,Brummen,Gelderland
3945,3945,Cothen,Wijk bij Duurstede,Utrecht
6294,6294,Cottessen,Vaals,Limburg
4858,4858,Couwelaar,Alphen-Chaam,Noord-Brabant
6027,6027,Cranendonck,Cranendonck,Noord-Brabant
6271,6271,Crapoel,Gulpen-Wittem,Limburg
6343,6343,Craubeek,Voerendaal,Limburg
8312,8312,Creil,Noordoostpolder,Flevoland
5221,5221,Cr√®vecoeur,'s-Hertogenbosch,Noord-Brabant
6039,6039,Crixhoek,Weert,Limburg
4175,4175,Crob,Neerijnen,Gelderland
5266,5266,Cromvoirt,Vught,Noord-Brabant
5708,5735,Croy,Helmond,Noord-Brabant
2142,2142,Cruquius,Haarlemmermeer,Noord-Holland
5430,5432,Cuijk,Cuijk,Noord-Brabant
4100,4107,Culemborg,Culemborg,Gelderland
7688,7688,Daarle,Hellendoorn,Overijssel
7687,7687,Daarlerveen,Hellendoorn,Overijssel
6281,6281,Dal,Gulpen-Wittem,Limburg
5815,5815,Daland,Venray,Limburg
7122,7122,Dale,Aalten,Gelderland
5527,5527,Dalem,Bladel,Noord-Brabant
4213,4213,Dalem,Gorinchem,Zuid-Holland
7750,7751,Dalen,Coevorden,Drenthe
7753,7753,Dalerend,Coevorden,Drenthe
7753,7753,Dalerpeel,Coevorden,Drenthe
7755,7755,Dalerveen,Coevorden,Drenthe
7720,7722,Dalfsen,Dalfsen,Overijssel
9947,9947,Dallingeweer,Delfzijl,Groningen
8146,8146,Dalmsholte,Ommen,Overijssel
6595,6595,Dam,Gennep,Limburg
9104,9104,Damwâld,Dantumadiel,Friesland
6174,6174,Daniken,Schinnen,Limburg
7973,7973,Darp,Westerveld,Drenthe
4861,4861,Dassemus,Alphen-Chaam,Noord-Brabant
9172,9172,De Ryp,Ferwerderadiel,Friesland
5575,5575,De Aa,Bergeijk,Noord-Brabant
4271,4271,De Baan,Werkendam,Noord-Brabant
8563,8563,De Bargebek,Gaasterlân-Sleat,Friesland
5721,5721,De Beek,Asten,Noord-Brabant
3852,3852,De Beek,Ermelo,Gelderland
7776,7776,De Belt,Hardenberg,Overijssel
7751,7751,De Bente,Coevorden,Drenthe
5454,5454,De Berg,Mill en Sint Hubert,Noord-Brabant
6039,6039,De Berg,Weert,Limburg
4714,4714,De Berk,Rucphen,Noord-Brabant
5724,5724,De Berken,Asten,Noord-Brabant
5735,5735,De Biezen,Laarbeek,Noord-Brabant
3730,3732,De Bilt,De Bilt,Utrecht
8397,8397,De Blesse,Weststellingwerf,Friesland
8872,8872,De Blijnse,Harlingen,Friesland
8749,8749,De Blokken,Súdwest Fryslân,Friesland
6039,6039,De Boberden,Weert,Limburg
4651,4651,De Bocht,Steenbergen,Noord-Brabant
5454,5454,De Boer,Mill en Sint Hubert,Noord-Brabant
5364,5364,De Bolt,Grave,Noord-Brabant
4112,4112,De Bosjes,Buren,Gelderland
2415,2415,De Bree,Bodegraven-Reeuwijk,Zuid-Holland
7261,7261,De Bruil,Berkelland,Gelderland
9561,9561,De Bruil,Vlagtwedde,Groningen
4882,4882,De Buis,Zundert,Noord-Brabant
9696,9696,De Bult,Bellingwedde,Groningen
8346,8346,De Bult,Steenwijkerland,Overijssel
5482,5482,De Bus,Schijndel,Noord-Brabant
5492,5492,De Bus,Sint-Oedenrode,Noord-Brabant
1679,1679,De Buurt,Medemblik,Noord-Holland
1795,1795,De Cocksdorp,Texel,Noord-Holland
5453,5453,De Dellen,Mill en Sint Hubert,Noord-Brabant
2974,2974,De Donk,Graafstroom,Zuid-Holland
4715,4715,De Dood,Rucphen,Noord-Brabant
2295,2295,De Driesprong,Westland,Zuid-Holland
4791,4791,De Druif,Moerdijk,Noord-Brabant
5363,5363,De Elft,Grave,Noord-Brabant
6921,6921,De Eng,Duiven,Gelderland
2161,2161,De Engel,Lisse,Zuid-Holland
9109,9109,De Falom,Dantumadiel,Friesland
9216,9216,De Gaasten,Smallingerland,Friesland
8610,8611,De Gaastmar,Súdwest Fryslân,Friesland
5451,5451,De Gagel,Mill en Sint Hubert,Noord-Brabant
6718,6718,De Ginkel,Ede,Gelderland
3794,3794,De Glind,Barneveld,Gelderland
1648,1648,De Goorn,Koggenland,Noord-Holland
8732,8732,De Grits,Littenseradiel,Friesland
4481,4481,De Groe,Goes,Zeeland
3959,3959,De Groep,Utrechtse Heuvelrug,Utrecht
9473,9473,De Groeve,Tynaarlo,Drenthe
7779,7779,De Haandrik,Hardenberg,Overijssel
9405,9405,De Haar,Assen,Drenthe
7261,7261,De Haar,Berkelland,Gelderland
7755,7755,De Haar,Coevorden,Drenthe
7707,7707,De Haar,Hardenberg,Overijssel
7936,7936,De Haar,Hoogeveen,Drenthe
9363,9363,De Haar,Marum,Groningen
4655,4655,De Heen,Steenbergen,Noord-Brabant
5521,5521,De Hees,Eersel,Noord-Brabant
5975,5975,De Hees,Horst aan de Maas,Limburg
4721,4721,De Heiberg,Rucphen,Noord-Brabant
5871,5871,De Heide,Horst aan de Maas,Limburg
8724,8724,De Hel,Súdwest Fryslân,Friesland
2861,2861,De Hem,Bergambacht,Zuid-Holland
2871,2871,De Hem,Schoonhoven,Zuid-Holland
7095,7095,De Heurne,Aalten,Gelderland
4112,4112,De Heuvel,Buren,Gelderland
5581,5581,De Heuvel,Waalre,Noord-Brabant
8278,8278,De Heuvels,Kampen,Overijssel
9511,9511,De Hilte,Aa en Hunze,Drenthe
9023,9023,De Him,Littenseradiel,Friesland
1426,1426,De Hoef,De Ronde Venen,Utrecht
5525,5525,De Hoef,Eersel,Noord-Brabant
5454,5454,De Hoef,Mill en Sint Hubert,Noord-Brabant
5096,5096,De Hoef,Reusel-De Mierden,Noord-Brabant
5712,5712,De Hoef,Someren,Noord-Brabant
4254,4254,De Hoef,Werkendam,Noord-Brabant
5541,5541,De Hoek,Reusel-De Mierden,Noord-Brabant
8394,8394,De Hoeve,Weststellingwerf,Friesland
5254,5254,De Hoeven,Heusden,Noord-Brabant
5293,5293,De Hogert,Sint-Michielsgestel,Noord-Brabant
9356,9356,De Holm,Leek,Groningen
8622,8622,De Hommerts,Súdwest Fryslân,Friesland
6095,6095,De Horck,Leudal,Limburg
7274,7274,De Horst,Berkelland,Gelderland
6562,6562,De Horst,Groesbeek,Gelderland
9321,9321,De Horst,Noordenveld,Drenthe
6039,6039,De Horst,Weert,Limburg
9965,9971,De Houw,De Marne,Groningen
6271,6271,De Hut,Gulpen-Wittem,Limburg
5712,5712,De Hutten,Someren,Noord-Brabant
9359,9361,De Jammer,Marum,Groningen
9862,9862,De Jouwer,Grootegast,Groningen
6718,6718,De Kade,Ede,Gelderland
5556,5556,De Kapel,Valkenswaard,Noord-Brabant
7382,7382,De Kar,Apeldoorn,Gelderland
7382,7382,De Kar,Voorst,Gelderland
9852,9852,De Keegen,Kollumerland en Nieuwkruisland,Friesland
5465,5465,De Kempkens,Veghel,Noord-Brabant
7849,7849,De Kiel,Coevorden,Drenthe
5985,5986,De Kievit,Peel en Maas,Limburg
2201,2201,De Klei,Noordwijk,Zuid-Holland
3291,3291,De Klem,Strijen,Zuid-Holland
6745,6745,De Klomp,Ede,Gelderland
7946,7946,De Klosse,Steenwijkerland,Overijssel
8456,8456,De Knipe,Heerenveen,Friesland
4542,4542,De Knol,Terneuzen,Zeeland
8431,8431,De Knolle,Ooststellingwerf,Friesland
9852,9853,De Kolk,Kollumerland en Nieuwkruisland,Friesland
7948,7948,De Kolk,Meppel,Drenthe
7645,7645,De Kolonie,Wierden,Overijssel
1796,1796,De Koog,Texel,Noord-Holland
4221,4221,De Kooi,Giessenlanden,Zuid-Holland
9216,9216,De Kooi,Smallingerland,Friesland
5056,5056,De Kraan,Tilburg,Noord-Brabant
6716,6721,De Kraats,Ede,Gelderland
7351,7351,De Krim,Apeldoorn,Gelderland
7780,7782,De Krim,Hardenberg,Overijssel
5941,5941,De Krosselt ,Venlo,Limburg
1424,1424,De Kwakel,Uithoorn,Noord-Holland
4944,4944,De Laan,Geertruidenberg,Noord-Brabant
4884,4884,De Lent,Zundert,Noord-Brabant
9695,9695,De Lethe,Bellingwedde,Groningen
7251,7251,De Leuke,Bronckhorst,Gelderland
2678,2678,De Lier,Westland,Zuid-Holland
5062,5062,De Logt,Oisterwijk,Noord-Brabant
5731,5731,De Loo,Geldrop-Mierlo,Noord-Brabant
5258,5258,De Loofaert,Sint-Michielsgestel,Noord-Brabant
6595,6595,De Looi,Gennep,Limburg
7587,7587,De Lutte,Losser,Overijssel
8611,8611,De Lytse Gaastmar,Súdwest Fryslân,Friesland
7707,7707,De Maat,Hardenberg,Overijssel
4033,4033,De Mars,Buren,Gelderland
7751,7751,De Mars,Coevorden,Drenthe
7722,7722,De Marshoek,Dalfsen,Overijssel
9561,9561,De Maten,Vlagtwedde,Groningen
7711,7711,De Meele,Dalfsen,Overijssel
7021,7021,De Meene,Bronckhorst,Gelderland
7779,7779,De Meene,Hardenberg,Overijssel
3454,3454,De Meern,Utrecht,Utrecht
5176,5176,De Moer,Loon op Zand,Noord-Brabant
5425,5425,De Mortel,Gemert-Bakel,Noord-Brabant
4574,4574,De Muis,Terneuzen,Zeeland
7701,7701,De Mulderij,Hardenberg,Overijssel
4501,4501,De Munte,Sluis,Zeeland
5812,5815,De Nachtegaal,Venray,Limburg
6035,6035,De Nieuwe Hoeven,Nederweert,Limburg
4651,4651,De Overval,Steenbergen,Noord-Brabant
9625,9625,De Paauwen,Slochteren,Groningen
5527,5527,De Pan,Bladel,Noord-Brabant
6686,6686,De Pas,Lingewaard,Gelderland
6681,6681,De Pas,Lingewaard,Gelderland
5437,5437,De Plaats,Cuijk,Noord-Brabant
9832,9832,De Poffert,Zuidhorn,Groningen
7707,7707,De Pol,Hardenberg,Overijssel
9321,9321,De Pol,Noordenveld,Drenthe
8337,8337,De Pol,Steenwijkerland,Overijssel
9422,9422,De Polle,Midden-Drenthe,Drenthe
7671,7671,De Pollen,Twenterand,Overijssel
4715,4715,De Posthoorn,Rucphen,Noord-Brabant
9493,9493,De Punt,Tynaarlo,Drenthe
4693,4693,De Rand,Tholen,Zeeland
4574,4574,De Ratte,Terneuzen,Zeeland
5308,5308,De Rietschoof,Zaltbommel,Gelderland
8521,8521,De Rijlst,Skarsterlân,Friesland
1483,1483,De Rijp,Graft-De Rijp,Noord-Holland
5441,5441,De Rijtjes,Boxmeer,Noord-Brabant
5764,5764,De Rips,Gemert-Bakel,Noord-Brabant
8278,8278,De Roskam,Kampen,Overijssel
2661,2661,De Rotte,Lansingerland,Zuid-Holland
4726,4726,De Rotting,Roosendaal,Noord-Brabant
3835,3835,De Ruif,Leusden,Utrecht
9881,9881,De Ruigewaard,Zuidhorn,Groningen
5571,5571,De Rund,Bergeijk,Noord-Brabant
7784,7784,De Schans,Hardenberg,Overijssel
9853,9853,De Schans,Kollumerland en Nieuwkruisland,Friesland
6611,6611,De Schatkuil,Heumen,Gelderland
4715,4715,De Schietbaan,Rucphen,Noord-Brabant
7135,7135,De Schutterij,Oost Gelre,Gelderland
4543,4543,De Sluis,Tholen,Zeeland
9864,9864,De Snipperij,Grootegast,Groningen
6994,6994,De Steeg,Rheden,Gelderland
5973,5973,De Steegh,Horst aan de Maas,Limburg
4574,4574,De Sterre,Terneuzen,Zeeland
9988,9988,De Streek,Eemsmond,Groningen
7921,7921,De Stuw,De Wolden,Drenthe
9219,9219,De Tike,Smallingerland,Friesland
7705,7705,De Tippe,De Wolden,Drenthe
6629,6629,De Tuut,West Maas en Waal,Gelderland
6741,6741,De Valk,Ede,Gelderland
7396,7396,De Vecht,Voorst,Gelderland
9215,9215,De Veenhoop,Smallingerland,Friesland
3861,3861,De Veenhuis,Nijkerk,Gelderland
8064,8064,De Velde,Zwartewaterland,Overijssel
5757,5757,De Voorstad,Deurne,Noord-Brabant
5521,5521,De Voort,Eersel,Noord-Brabant
5943,5943,De Voort,Venlo,Limburg
5281,5281,De Vorst,Boxtel,Noord-Brabant
5975,5975,De Vorst,Horst aan de Maas,Limburg
1793,1793,De Waal,Texel,Noord-Holland
6041,6041,De Weerd,Roermond,Limburg
1732,1732,De Weel,Hollands Kroon,Noord-Holland
1661,1663,De Weere,Opmeer,Noord-Holland
5704,5704,De Weijer,Helmond,Noord-Brabant
5293,5293,De Wielse Hoeven,Sint-Michielsgestel,Noord-Brabant
7957,7957,De Wijk,De Wolden,Drenthe
9213,9213,De Wilgen,Smallingerland,Friesland
9367,9367,De Wilp,Marum,Groningen
5735,5735,De Wolfsputten,Laarbeek,Noord-Brabant
7136,7136,De Wopereis,Oost Gelre,Gelderland
1489,1489,De Woude,Castricum,Noord-Holland
4441,4441,De Zak,Borsele,Zeeland
8278,8278,De Zande,Kampen,Overijssel
4374,4374,De Zandput,Veere,Zeeland
2190,2191,De Zilk,Noordwijkerhout,Zuid-Holland
